customer_id,cif,full_name,address,national_id,phone,email
91,CIF-000091,Bui Van Yen,"753 Ly Thuong Kiet, Thu Duc, Da Nang",700000000091,0322257687,bui.van.yen87@gmail.com
92,CIF-000092,Bui Thu Anh,"784 Vo Van Tan, Thu Duc, TP.HCM",700000000092,0933513701,bui.thu.anh67@yahoo.com
93,CIF-000093,Vo Duc Hieu,"600 Tran Hung Dao, Go Vap, TP.HCM",700000000093,0656702542,vo.duc.hieu43@yahoo.com
94,CIF-000094,Huynh Thi Hieu,"338 Tran Hung Dao, Go Vap, Da Nang",700000000094,0863747791,huynh.thi.hieu5@outlook.com
95,CIF-000095,Vo Thi Trang,"259 Ly Thuong Kiet, Q3, Can Tho",700000000095,0979067939,vo.thi.trang85@gmail.com
96,CIF-000096,Dang Minh Yen,"56 Cach Mang Thang 8, Tan Binh, Da Nang",700000000096,0776906611,dang.minh.yen57@outlook.com
97,CIF-000097,Nguyen Thanh Phong,"563 Hai Ba Trung, Q10, Can Tho",700000000097,0875056916,nguyen.thanh.phong4@gmail.com
98,CIF-000098,Bui Thanh Hieu,"319 Dien Bien Phu, Q1, Hai Phong",700000000098,0622510327,bui.thanh.hieu15@gmail.com
99,CIF-000099,Vo Thi Giang,"511 Vo Van Tan, Tan Binh, Da Nang",700000000099,0674759996,vo.thi.giang32@yahoo.com
100,CIF-000100,Vo Hai Giang,"393 Cach Mang Thang 8, Thu Duc, Hai Phong",700000000100,0828321839,vo.hai.giang36@gmail.com
101,CIF-000101,Phan Quang Thao,"274 Nguyen Trai, Q10, Da Nang",700000000101,0988777447,phan.quang.thao85@outlook.com
102,CIF-000102,Vo Ngoc Huy,"552 Pham Ngu Lao, Q11, Da Nang",700000000102,0782937948,vo.ngoc.huy59@yahoo.com
103,CIF-000103,Huynh Thanh Linh,"586 Tran Hung Dao, Q7, Can Tho",700000000103,0352704903,huynh.thanh.linh61@outlook.com
104,CIF-000104,Phan Anh Giang,"508 Nguyen Trai, Q5, Hai Phong",700000000104,0754559574,phan.anh.giang57@gmail.com
105,CIF-000105,Tran Hai Huy,"16 Hai Ba Trung, Binh Thanh, Ha Noi",700000000105,0373013961,tran.hai.huy44@yahoo.com
106,CIF-000106,Bui Anh Chau,"873 Ly Thuong Kiet, Tan Binh, Can Tho",700000000106,0594127561,bui.anh.chau98@outlook.com
107,CIF-000107,Vo Hai Binh,"633 Le Loi, Q7, Da Nang",700000000107,0422130508,vo.hai.binh13@yahoo.com
108,CIF-000108,Tran Minh Hieu,"711 Vo Van Tan, Q1, TP.HCM",700000000108,0517532195,tran.minh.hieu46@yahoo.com
109,CIF-000109,Huynh Anh Giang,"251 Dien Bien Phu, Binh Thanh, Hai Phong",700000000109,0834166826,huynh.anh.giang23@gmail.com
110,CIF-000110,Tran Thu Khoa,"635 Cach Mang Thang 8, Go Vap, Hai Phong",700000000110,0441163805,tran.thu.khoa82@yahoo.com
111,CIF-000111,Hoang Minh Phong,"683 Nguyen Trai, Go Vap, Da Nang",700000000111,0883363160,hoang.minh.phong10@gmail.com
112,CIF-000112,Vo Quang Son,"307 Tran Hung Dao, Q10, Can Tho",700000000112,0950550084,vo.quang.son50@gmail.com
113,CIF-000113,Vo Thi Linh,"391 Nam Ky Khoi Nghia, Q11, Hai Phong",700000000113,0549625201,vo.thi.linh85@gmail.com
114,CIF-000114,Phan Duc Anh,"580 Nguyen Trai, Thu Duc, Can Tho",700000000114,0948412328,phan.duc.anh78@gmail.com
115,CIF-000115,Huynh Thanh Khanh,"636 Vo Van Tan, Q5, TP.HCM",700000000115,0896750368,huynh.thanh.khanh40@gmail.com
116,CIF-000116,Vo Van Son,"374 Hai Ba Trung, Q3, Da Nang",700000000116,0565767881,vo.van.son26@gmail.com
117,CIF-000117,Le Hai Hoa,"544 Dien Bien Phu, Q10, Ha Noi",700000000117,0574672520,le.hai.hoa96@yahoo.com
118,CIF-000118,Huynh Thi Huy,"987 Le Loi, Q5, Ha Noi",700000000118,0963339667,huynh.thi.huy47@outlook.com
119,CIF-000119,Tran Anh Anh,"271 Dien Bien Phu, Q3, Can Tho",700000000119,0545186708,tran.anh.anh49@outlook.com
120,CIF-000120,Huynh Thi Linh,"483 Nguyen Trai, Thu Duc, Hai Phong",700000000120,0591883846,huynh.thi.linh83@gmail.com
121,CIF-000121,Tran Minh Tuan,"665 Tran Hung Dao, Q3, Ha Noi",700000000121,0314994527,tran.minh.tuan64@yahoo.com
122,CIF-000122,Tran Thi Linh,"909 Dien Bien Phu, Q5, Can Tho",700000000122,0659796322,tran.thi.linh96@outlook.com
123,CIF-000123,Dang Anh Son,"761 Hai Ba Trung, Binh Thanh, TP.HCM",700000000123,0975679047,dang.anh.son53@outlook.com
124,CIF-000124,Hoang Van Hoa,"223 Pham Ngu Lao, Go Vap, Ha Noi",700000000124,0958678896,hoang.van.hoa88@gmail.com
125,CIF-000125,Huynh Hai Hoa,"63 Tran Hung Dao, Q10, Ha Noi",700000000125,0371031132,huynh.hai.hoa85@gmail.com
126,CIF-000126,Pham Thu Anh,"52 Ly Thuong Kiet, Q7, Ha Noi",700000000126,0985776373,pham.thu.anh9@gmail.com
127,CIF-000127,Dang Thanh Son,"222 Cach Mang Thang 8, Q11, Ha Noi",700000000127,0989991301,dang.thanh.son36@gmail.com
128,CIF-000128,Le Ngoc Vy,"257 Hai Ba Trung, Q3, TP.HCM",700000000128,0411994519,le.ngoc.vy31@yahoo.com
129,CIF-000129,Bui Quang Anh,"179 Vo Van Tan, Q1, Ha Noi",700000000129,0866500369,bui.quang.anh15@outlook.com
130,CIF-000130,Tran Minh Huy,"797 Ly Thuong Kiet, Tan Binh, Hai Phong",700000000130,0370667140,tran.minh.huy29@outlook.com
131,CIF-000131,Bui Van Thao,"309 Pham Ngu Lao, Q1, TP.HCM",700000000131,0663904155,bui.van.thao88@yahoo.com
132,CIF-000132,Tran Minh Huy,"76 Le Loi, Q11, Hai Phong",700000000132,0418815720,tran.minh.huy36@gmail.com
133,CIF-000133,Bui Thu Vy,"730 Ly Thuong Kiet, Binh Thanh, Hai Phong",700000000133,0749580505,bui.thu.vy65@yahoo.com
134,CIF-000134,Bui Anh Dung,"813 Le Loi, Tan Binh, Ha Noi",700000000134,0670606674,bui.anh.dung53@gmail.com
135,CIF-000135,Huynh Minh Khoa,"426 Le Loi, Q11, Can Tho",700000000135,0599269266,huynh.minh.khoa48@yahoo.com
136,CIF-000136,Le Minh Chau,"94 Le Loi, Q3, Can Tho",700000000136,0360015814,le.minh.chau72@gmail.com
137,CIF-000137,Nguyen Thu Vy,"576 Ly Thuong Kiet, Q3, Can Tho",700000000137,0599300492,nguyen.thu.vy93@yahoo.com
138,CIF-000138,Nguyen Duc My,"320 Ly Thuong Kiet, Q3, Hai Phong",700000000138,0738553319,nguyen.duc.my85@gmail.com
139,CIF-000139,Vo Thanh Dung,"359 Dien Bien Phu, Q11, TP.HCM",700000000139,0947388792,vo.thanh.dung29@outlook.com
140,CIF-000140,Phan Hai My,"629 Dien Bien Phu, Q1, Hai Phong",700000000140,0845896226,phan.hai.my24@gmail.com
141,CIF-000141,Hoang Duc Trang,"360 Nguyen Trai, Q5, Ha Noi",700000000141,0798227303,hoang.duc.trang9@yahoo.com
142,CIF-000142,Le Van Chau,"765 Dien Bien Phu, Q7, Can Tho",700000000142,0670887307,le.van.chau21@yahoo.com
143,CIF-000143,Huynh Duc Trang,"796 Nam Ky Khoi Nghia, Thu Duc, TP.HCM",700000000143,0330881581,huynh.duc.trang97@gmail.com
144,CIF-000144,Bui Van Chau,"279 Pham Ngu Lao, Binh Thanh, Can Tho",700000000144,0769330166,bui.van.chau35@yahoo.com
145,CIF-000145,Pham Hai Dung,"354 Tran Hung Dao, Q3, Da Nang",700000000145,0889609131,pham.hai.dung68@yahoo.com
146,CIF-000146,Hoang Van Linh,"405 Nam Ky Khoi Nghia, Q1, TP.HCM",700000000146,0450455821,hoang.van.linh99@gmail.com
147,CIF-000147,Le Duc Tuan,"336 Le Loi, Q1, Can Tho",700000000147,0867801537,le.duc.tuan17@gmail.com
148,CIF-000148,Phan Hai Linh,"513 Dien Bien Phu, Q11, TP.HCM",700000000148,0615677713,phan.hai.linh3@yahoo.com
149,CIF-000149,Vo Thi Trang,"590 Tran Hung Dao, Thu Duc, Can Tho",700000000149,0895918360,vo.thi.trang38@yahoo.com
150,CIF-000150,Tran Anh Anh,"990 Ly Thuong Kiet, Q5, Hai Phong",700000000150,0658567046,tran.anh.anh56@gmail.com
151,CIF-000151,Tran Thanh Yen,"604 Tran Hung Dao, Tan Binh, TP.HCM",700000000151,0651644346,tran.thanh.yen44@outlook.com
152,CIF-000152,Pham Quang Hieu,"79 Dien Bien Phu, Q3, Hai Phong",700000000152,0736025314,pham.quang.hieu45@yahoo.com
153,CIF-000153,Le Thanh Dung,"150 Vo Van Tan, Q7, Ha Noi",700000000153,0730517835,le.thanh.dung10@outlook.com
154,CIF-000154,Le Minh Huy,"773 Nam Ky Khoi Nghia, Thu Duc, Can Tho",700000000154,0885764804,le.minh.huy82@outlook.com
155,CIF-000155,Bui Quang Trang,"155 Pham Ngu Lao, Q3, Can Tho",700000000155,0694743076,bui.quang.trang36@yahoo.com
156,CIF-000156,Bui Van Hoa,"520 Le Loi, Q10, Can Tho",700000000156,0615047559,bui.van.hoa48@gmail.com
157,CIF-000157,Hoang Thi Chau,"630 Nam Ky Khoi Nghia, Tan Binh, Can Tho",700000000157,0687890494,hoang.thi.chau95@outlook.com
158,CIF-000158,Nguyen Minh Son,"668 Cach Mang Thang 8, Q11, Hai Phong",700000000158,0677292380,nguyen.minh.son8@gmail.com
159,CIF-000159,Vo Thi Trang,"732 Le Loi, Tan Binh, Ha Noi",700000000159,0343251599,vo.thi.trang57@outlook.com
160,CIF-000160,Vo Hai Thao,"625 Hai Ba Trung, Q11, Da Nang",700000000160,0561998170,vo.hai.thao44@yahoo.com
161,CIF-000161,Bui Van Trang,"68 Ly Thuong Kiet, Q3, Hai Phong",700000000161,0861883769,bui.van.trang33@yahoo.com
162,CIF-000162,Bui Ngoc Trang,"84 Nam Ky Khoi Nghia, Q5, Da Nang",700000000162,0598054173,bui.ngoc.trang85@outlook.com
163,CIF-000163,Phan Ngoc My,"726 Le Loi, Q10, Hai Phong",700000000163,0696368203,phan.ngoc.my17@yahoo.com
164,CIF-000164,Dang Thi Yen,"521 Ly Thuong Kiet, Q1, Da Nang",700000000164,0534194479,dang.thi.yen44@gmail.com
165,CIF-000165,Vo Thanh Linh,"141 Hai Ba Trung, Q3, Da Nang",700000000165,0923574883,vo.thanh.linh99@outlook.com
166,CIF-000166,Dang Hai Binh,"678 Ly Thuong Kiet, Thu Duc, Ha Noi",700000000166,0760562485,dang.hai.binh21@gmail.com
167,CIF-000167,Le Thu Hieu,"739 Pham Ngu Lao, Q1, Can Tho",700000000167,0541880763,le.thu.hieu79@yahoo.com
168,CIF-000168,Hoang Minh Linh,"547 Cach Mang Thang 8, Q10, Can Tho",700000000168,0936040410,hoang.minh.linh87@yahoo.com
169,CIF-000169,Bui Minh Huy,"788 Vo Van Tan, Binh Thanh, Hai Phong",700000000169,0766191704,bui.minh.huy26@gmail.com
170,CIF-000170,Bui Ngoc Phong,"54 Pham Ngu Lao, Q11, Hai Phong",700000000170,0379244185,bui.ngoc.phong37@gmail.com
171,CIF-000171,Tran Ngoc Phong,"461 Dien Bien Phu, Q5, Can Tho",700000000171,0339801436,tran.ngoc.phong45@yahoo.com
172,CIF-000172,Nguyen Anh Binh,"406 Dien Bien Phu, Q11, Ha Noi",700000000172,0620952896,nguyen.anh.binh29@yahoo.com
173,CIF-000173,Nguyen Quang Dung,"860 Ly Thuong Kiet, Q5, Ha Noi",700000000173,0348504300,nguyen.quang.dung90@yahoo.com
174,CIF-000174,Le Minh Huy,"631 Nguyen Trai, Q3, TP.HCM",700000000174,0538944689,le.minh.huy71@gmail.com
175,CIF-000175,Bui Hai Yen,"114 Vo Van Tan, Q7, Da Nang",700000000175,0316408822,bui.hai.yen54@gmail.com
176,CIF-000176,Bui Minh Chau,"114 Pham Ngu Lao, Thu Duc, Hai Phong",700000000176,0394819556,bui.minh.chau74@outlook.com
177,CIF-000177,Pham Ngoc Tuan,"440 Nguyen Trai, Thu Duc, Da Nang",700000000177,0486593187,pham.ngoc.tuan24@yahoo.com
178,CIF-000178,Tran Hai Hoa,"70 Dien Bien Phu, Tan Binh, Hai Phong",700000000178,0978131950,tran.hai.hoa3@outlook.com
179,CIF-000179,Phan Minh Binh,"651 Tran Hung Dao, Q11, Da Nang",700000000179,0812179995,phan.minh.binh9@yahoo.com
180,CIF-000180,Huynh Thanh Dung,"791 Nam Ky Khoi Nghia, Q11, Ha Noi",700000000180,0357284777,huynh.thanh.dung44@outlook.com
181,CIF-000181,Le Minh Long,"647 Hai Ba Trung, Q5, TP.HCM",700000000181,0871428713,le.minh.long38@gmail.com
182,CIF-000182,Pham Van Khanh,"908 Nguyen Trai, Q11, Da Nang",700000000182,0763448727,pham.van.khanh61@outlook.com
183,CIF-000183,Hoang Van Khanh,"293 Ly Thuong Kiet, Q1, Da Nang",700000000183,0526706752,hoang.van.khanh56@yahoo.com
184,CIF-000184,Phan Minh Khoa,"348 Hai Ba Trung, Go Vap, Can Tho",700000000184,0579696025,phan.minh.khoa11@yahoo.com
185,CIF-000185,Phan Thi Yen,"617 Hai Ba Trung, Tan Binh, Da Nang",700000000185,0523770458,phan.thi.yen42@gmail.com
186,CIF-000186,Hoang Duc Huy,"618 Tran Hung Dao, Q5, Can Tho",700000000186,0570012727,hoang.duc.huy94@gmail.com
187,CIF-000187,Huynh Thu Yen,"282 Nguyen Trai, Q3, Can Tho",700000000187,0578865239,huynh.thu.yen87@outlook.com
188,CIF-000188,Le Van Giang,"870 Nam Ky Khoi Nghia, Go Vap, TP.HCM",700000000188,0419023909,le.van.giang83@gmail.com
189,CIF-000189,Huynh Quang Khoa,"973 Nam Ky Khoi Nghia, Q1, Hai Phong",700000000189,0470387584,huynh.quang.khoa48@yahoo.com
190,CIF-000190,Vo Thi Son,"141 Dien Bien Phu, Q11, Can Tho",700000000190,0597182566,vo.thi.son32@yahoo.com
191,CIF-000191,Tran Van Hieu,"512 Dien Bien Phu, Binh Thanh, Hai Phong",700000000191,0345135070,tran.van.hieu91@yahoo.com
192,CIF-000192,Vo Thanh My,"293 Pham Ngu Lao, Q7, TP.HCM",700000000192,0419939096,vo.thanh.my23@yahoo.com
193,CIF-000193,Vo Thi Trang,"684 Ly Thuong Kiet, Q3, Hai Phong",700000000193,0748971765,vo.thi.trang21@yahoo.com
194,CIF-000194,Le Quang Thao,"230 Le Loi, Q7, Ha Noi",700000000194,0476306502,le.quang.thao47@gmail.com
195,CIF-000195,Dang Thu Hoa,"479 Dien Bien Phu, Q5, Hai Phong",700000000195,0318824561,dang.thu.hoa51@yahoo.com
196,CIF-000196,Vo Hai Yen,"788 Tran Hung Dao, Thu Duc, TP.HCM",700000000196,0452550733,vo.hai.yen10@outlook.com
